id,timestamp,total_vehicles,car,motorcycle,bike,truck,bus,camera_id,name,position,direction,date,time,hour,minute,period
1613,2025-03-26 17:59:55+00:00,13,10,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:55,17,59,PM
1614,2025-03-26 17:59:55+00:00,13,10,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:55,17,59,PM
1615,2025-03-26 17:59:55+00:00,13,10,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:55,17,59,PM
1616,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1617,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1618,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1619,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1620,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1621,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1622,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1623,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1624,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1625,2025-03-26 17:59:56+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:56,17,59,PM
1626,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1627,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1628,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1629,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1630,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1631,2025-03-26 17:59:57+00:00,14,11,0,0,0,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1632,2025-03-26 17:59:57+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1633,2025-03-26 17:59:57+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1634,2025-03-26 17:59:57+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:57,17,59,PM
1635,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1636,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1637,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1638,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1639,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1640,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1641,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1642,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1643,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1644,2025-03-26 17:59:58+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:58,17,59,PM
1645,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1646,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1647,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1648,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1649,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1650,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1651,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1652,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1653,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1654,2025-03-26 17:59:59+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,17:59:59,17,59,PM
1655,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1656,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1657,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1658,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1659,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1660,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1661,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1662,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1663,2025-03-26 18:00:00+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:00,18,0,PM
1664,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1665,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1666,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1667,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1668,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1669,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1670,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1671,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1672,2025-03-26 18:00:01+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:01,18,0,PM
1673,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1674,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1675,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1676,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1677,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1678,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1679,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1680,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1681,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1682,2025-03-26 18:00:02+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:02,18,0,PM
1683,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1684,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1685,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1686,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
