id,timestamp,total_vehicles,car,motorcycle,bike,truck,bus,camera_id,name,position,direction
1502,2025-03-26 17:59:44+00:00,4,4,0,0,0,0,1,cam1,rua abc,N
1503,2025-03-26 17:59:44+00:00,5,5,0,0,0,0,1,cam1,rua abc,N
1504,2025-03-26 17:59:44+00:00,8,6,0,0,0,2,1,cam1,rua abc,N
1505,2025-03-26 17:59:44+00:00,9,7,0,0,0,2,1,cam1,rua abc,N
1506,2025-03-26 17:59:44+00:00,9,7,0,0,0,2,1,cam1,rua abc,N
1507,2025-03-26 17:59:44+00:00,9,7,0,0,0,2,1,cam1,rua abc,N
1508,2025-03-26 17:59:44+00:00,9,7,0,0,0,2,1,cam1,rua abc,N
1509,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1510,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1511,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1512,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1513,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1514,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1515,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1516,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1517,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1518,2025-03-26 17:59:45+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1519,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1520,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1521,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1522,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1523,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1524,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1525,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1526,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1527,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1528,2025-03-26 17:59:46+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1529,2025-03-26 17:59:47+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1530,2025-03-26 17:59:47+00:00,11,9,0,0,0,2,1,cam1,rua abc,N
1531,2025-03-26 17:59:47+00:00,12,10,0,0,0,2,1,cam1,rua abc,N
1532,2025-03-26 17:59:47+00:00,12,10,0,0,0,2,1,cam1,rua abc,N
1533,2025-03-26 17:59:47+00:00,12,10,0,0,0,2,1,cam1,rua abc,N
1534,2025-03-26 17:59:47+00:00,12,10,0,0,0,2,1,cam1,rua abc,N
1535,2025-03-26 17:59:47+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1536,2025-03-26 17:59:47+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1537,2025-03-26 17:59:47+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1538,2025-03-26 17:59:47+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1539,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1540,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1541,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1542,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1543,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1544,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1545,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1546,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1547,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1548,2025-03-26 17:59:48+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1549,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1550,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1551,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1552,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1553,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1554,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1555,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1556,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1557,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1558,2025-03-26 17:59:49+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1559,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1560,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1561,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1562,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1563,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1564,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1565,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1566,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1567,2025-03-26 17:59:50+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1568,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1569,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1570,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1571,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1572,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1573,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1574,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1575,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1576,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1577,2025-03-26 17:59:51+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1578,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1579,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1580,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1581,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1582,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1583,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1584,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1585,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1586,2025-03-26 17:59:52+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1587,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1588,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1589,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1590,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1591,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1592,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
1593,2025-03-26 17:59:53+00:00,13,10,0,0,0,3,1,cam1,rua abc,N
